Iteration,k,t,%Pta,%Psp,%rta,%rl,%dta,%dl,%dx,%Ata,%Ats,%Ate,%Ato,%Atx,%Afx,%Afs,%Afe,%Aff,%Afox,%Afos,%Afoe,%Afof,%Abx,%Abs,%Abe,%Abf,%Abi,%Abc,%Abm,%Dt,%Dx
1,1,10,4,3,4,10,6,52,2.0364e-05,1,8,17,High,0.004209811000000001,6.049e-06,7,15,1,2.09e-07,7,13,1,0.00010516900000000001,11,17,2,2,10,1,11,0.0038688200000000002
2,2,10,4,3,4,13,6,57,1.5693e-05,1,10,23,High,0.0051222920000000005,6.3590000000000004e-06,9,21,1,3.04e-07,9,19,1,0.00013131900000000002,15,25,2,2,13,1,15,0.0072296800000000005
3,3,10,4,3,4,16,6,62,1.6273e-05,1,12,29,High,0.0061053,6.7650000000000005e-06,11,27,1,2.9000000000000003e-07,11,25,1,0.000149793,19,33,2,2,16,1,19,0.009313972
4,4,10,4,3,4,19,6,67,1.8027000000000002e-05,1,14,35,High,0.007056412000000001,7.094e-06,13,33,1,3.5200000000000003e-07,13,31,1,0.000159335,23,41,2,2,19,1,23,0.012978020000000002
5,5,10,4,3,4,22,6,72,1.7655000000000003e-05,1,16,41,High,0.00804929,7.316000000000001e-06,15,39,1,4.18e-07,15,37,1,0.000178406,27,49,2,2,22,1,27,0.015645596
6,6,10,4,3,4,25,6,77,1.8820000000000003e-05,1,18,47,High,0.008808459000000001,7.94e-06,17,45,1,3.7900000000000005e-07,17,43,1,0.000199647,31,57,2,2,25,1,31,0.018668812000000003
7,7,10,4,3,4,28,6,82,1.9945000000000003e-05,1,20,53,High,0.009665186000000001,2.3947000000000003e-05,19,51,1,3.99e-07,19,49,1,0.000200442,35,65,2,2,28,1,35,0.021095551
8,8,10,4,3,4,31,6,87,2.0265000000000003e-05,1,22,59,High,0.010463251000000002,1.1466000000000002e-05,21,57,1,5.53e-07,21,55,1,0.000215113,39,73,2,2,31,1,39,0.024227102
9,9,10,4,3,4,34,6,92,2.0669e-05,1,24,65,High,0.011504418,2.5913e-05,23,63,1,4.2200000000000005e-07,23,61,1,0.000220193,43,81,2,2,34,1,43,0.02650392
10,10,10,4,3,4,37,6,97,2.2995000000000003e-05,1,26,71,High,0.012245989,2.7519000000000002e-05,25,69,1,4.4100000000000004e-07,25,67,1,0.000236963,47,89,2,2,37,1,47,0.029997535000000002
11,11,20,4,3,4,40,6,102,2.2108000000000002e-05,1,28,77,High,0.013294398,2.9326e-05,27,75,1,4.6000000000000004e-07,27,73,1,0.000241868,51,97,2,2,40,1,51,0.032358228
12,12,20,4,3,4,43,6,107,2.4092000000000002e-05,1,30,83,High,0.014352147,2.9051e-05,29,81,1,4.900000000000001e-07,29,79,1,0.00026537900000000005,55,105,2,2,43,1,55,0.035577999000000006
13,13,20,4,3,4,46,6,112,2.2073e-05,1,32,89,High,0.015617899000000001,1.4168e-05,31,87,1,5.450000000000001e-07,31,85,1,0.00027764300000000005,59,113,2,2,46,1,59,0.037747536000000005
14,14,20,4,3,4,49,6,117,2.701e-05,1,34,95,High,0.012801080000000001,2.9469000000000002e-05,33,93,1,4.860000000000001e-07,33,91,1,0.00028345700000000003,63,121,2,2,49,1,63,0.041109543000000005
15,15,20,4,3,4,52,6,122,3.0729000000000003e-05,1,36,101,High,0.014335531,1.4652000000000001e-05,35,99,1,5.200000000000001e-07,35,97,1,0.00030607700000000003,67,129,2,2,52,1,67,0.043204690000000004
16,16,20,4,3,4,55,6,127,2.5625000000000003e-05,1,38,107,High,0.014725827,3.1359e-05,37,105,1,4.95e-07,37,103,1,0.000323236,71,137,2,2,55,1,71,0.04702009100000001
17,17,20,4,3,4,58,6,132,2.4029000000000003e-05,1,40,113,High,0.015633592,3.0733000000000005e-05,39,111,1,5.15e-07,39,109,1,0.00032686200000000003,75,145,2,2,58,1,75,0.049383009000000005
18,18,20,4,3,4,61,6,137,2.8840000000000002e-05,1,42,119,High,0.01691476,3.2478e-05,41,117,1,5.560000000000001e-07,41,115,1,0.00034061700000000004,79,153,2,2,61,1,79,0.05230821
19,19,20,4,3,4,64,6,142,3.0614e-05,1,44,125,High,0.018559446,3.3156000000000006e-05,43,123,1,6.32e-07,43,121,1,0.000357139,83,161,2,2,64,1,83,0.054439313
20,20,20,4,3,4,67,6,147,2.8777000000000002e-05,1,46,131,High,0.019339971,3.3874e-05,45,129,1,5.890000000000001e-07,45,127,1,0.000371926,87,169,2,2,67,1,87,0.057873829
21,21,30,4,3,4,70,6,152,2.9381000000000002e-05,1,48,137,High,0.020351028,3.563800000000001e-05,47,135,1,6.240000000000001e-07,47,133,1,0.00038818900000000005,91,177,2,2,70,1,91,0.060047315000000004
22,22,30,4,3,4,73,6,157,3.7961000000000005e-05,1,50,143,High,0.021596915,3.6064000000000006e-05,49,141,1,6.210000000000001e-07,49,139,1,0.00040671900000000005,95,185,2,2,73,1,95,0.06729016600000001
23,23,30,4,3,4,76,6,162,2.8665e-05,1,52,149,High,0.023175690000000002,3.8086e-05,51,147,1,6.200000000000001e-07,51,145,1,0.000409468,99,193,2,2,76,1,99,0.06589472
24,24,30,4,3,4,79,6,167,4.8077e-05,1,54,155,High,0.024690819000000003,3.7855e-05,53,153,1,5.420000000000001e-07,53,151,1,0.000441311,103,201,2,2,79,1,103,0.07488457700000001
25,25,30,4,3,4,82,6,172,3.2085e-05,1,56,161,High,0.026274399,4.001700000000001e-05,55,159,1,6.510000000000001e-07,55,157,1,0.00044228800000000005,107,209,2,2,82,1,107,0.07159493500000001
26,26,30,4,3,4,85,6,177,3.2532000000000006e-05,1,58,167,High,0.028244707,4.3053e-05,57,165,1,6.26e-07,57,163,1,0.00044188100000000003,111,217,2,2,85,1,111,0.07481138100000001
27,27,30,4,3,4,88,6,182,3.307300000000001e-05,1,60,173,High,0.029962153000000002,4.2254000000000006e-05,59,171,1,6.46e-07,59,169,1,0.00045580200000000005,115,225,2,2,88,1,115,0.076784534
28,28,30,4,3,4,91,6,187,3.4000000000000007e-05,1,62,179,High,0.032408043000000004,4.4524e-05,61,177,1,7.970000000000001e-07,61,175,1,0.00047205600000000005,119,233,2,2,91,1,119,0.08037803800000001
29,29,30,4,3,4,94,6,192,3.7314e-05,1,64,185,High,0.03387472800000001,4.4748000000000006e-05,63,183,1,7.23e-07,63,181,1,0.000490197,123,241,2,2,94,1,123,0.08283108600000001
30,30,30,4,3,4,97,6,197,3.5887000000000004e-05,1,66,191,High,0.036195753000000004,1.8421000000000002e-05,65,189,1,6.56e-07,65,187,1,0.00050003,127,249,2,2,97,1,127,0.08581996400000001
31,31,40,4,3,4,100,6,202,4.2581000000000004e-05,1,68,197,High,0.037724754000000006,4.6368e-05,67,195,1,7.88e-07,67,193,1,0.000512058,131,257,2,2,100,1,131,0.087905489
32,32,40,4,3,4,103,6,207,3.6486e-05,1,70,203,High,0.041039056000000004,4.8894e-05,69,201,1,6.63e-07,69,199,1,0.000543946,135,265,2,2,103,1,135,0.09119262700000001
33,33,40,4,3,4,106,6,212,3.7994e-05,1,72,209,High,0.042932548,4.7137000000000006e-05,71,207,1,7.380000000000001e-07,71,205,1,0.0005367970000000001,139,273,2,2,106,1,139,0.09366049300000001
34,34,40,4,3,4,109,6,217,4.0350000000000005e-05,1,74,215,High,0.046879168000000006,5.232e-05,73,213,1,7.140000000000001e-07,73,211,1,0.000548789,143,281,2,2,109,1,143,0.097102187
35,35,40,4,3,4,112,6,222,5.6247000000000005e-05,1,76,221,High,0.048417617,4.9106e-05,75,219,1,7.43e-07,75,217,1,0.0005665170000000001,147,289,2,2,112,1,147,0.09950450000000001
36,36,40,4,3,4,115,6,227,3.9542e-05,1,78,227,High,0.050968466000000004,5.0605e-05,77,225,1,6.960000000000001e-07,77,223,1,0.000569623,151,297,2,2,115,1,151,0.10261057200000001
37,37,40,4,3,4,118,6,232,4.1259000000000006e-05,1,80,233,High,0.054140848000000005,5.5001000000000004e-05,79,231,1,7.64e-07,79,229,1,0.0005780700000000001,155,305,2,2,118,1,155,0.10459612200000001
38,38,40,4,3,4,121,6,237,4.4961000000000005e-05,1,82,239,High,0.056879832000000005,1.9826000000000003e-05,81,237,1,7.26e-07,81,235,1,0.0006004070000000001,159,313,2,2,121,1,159,0.108073394
39,39,40,4,3,4,124,6,242,4.1965e-05,1,84,245,High,0.060019172,5.4698000000000004e-05,83,243,1,7.610000000000001e-07,83,241,1,0.0006548960000000001,163,321,2,2,124,1,163,0.11002608800000001
40,40,40,4,3,4,127,6,247,4.1293000000000006e-05,1,86,251,High,0.063341979,5.7383e-05,85,249,1,7.690000000000001e-07,85,247,1,0.000614474,167,329,2,2,127,1,167,0.11349102500000001
41,41,50,4,3,4,130,6,252,4.2361e-05,1,88,257,High,0.066980202,5.648e-05,87,255,1,8.510000000000001e-07,87,253,1,0.0006436660000000001,171,337,2,2,130,1,171,0.11623683600000001
42,42,50,4,3,4,133,6,257,4.4604e-05,1,90,263,High,0.070228356,5.8534000000000006e-05,89,261,1,7.5e-07,89,259,1,0.000655664,175,345,2,2,133,1,175,0.11928258700000001
43,43,50,4,3,4,136,6,262,4.4154000000000004e-05,1,92,269,High,0.073991728,5.8788e-05,91,267,1,8.200000000000001e-07,91,265,1,0.0006597660000000001,179,353,2,2,136,1,179,0.12147586
44,44,50,4,3,4,139,6,267,5.3622e-05,1,94,275,High,0.07930242600000001,6.475900000000001e-05,93,273,1,8.87e-07,93,271,1,0.0006804080000000001,183,361,2,2,139,1,183,0.125744395
45,45,50,4,3,4,142,6,272,6.933500000000001e-05,1,96,281,High,0.08748660000000001,6.566e-05,95,279,1,8.140000000000001e-07,95,277,1,0.0006789700000000001,187,369,2,2,142,1,187,0.133731853
46,46,50,4,3,4,145,6,277,5.0693000000000004e-05,1,98,287,High,0.087305688,6.2507e-05,97,285,1,8.300000000000001e-07,97,283,1,0.000708706,191,377,2,2,145,1,191,0.13216988400000002
47,47,50,4,3,4,148,6,282,5.5747e-05,1,100,293,High,0.092586577,7.1307e-05,99,291,1,9.410000000000001e-07,99,289,1,0.000794014,195,385,2,2,148,1,195,0.13490093600000003
48,48,50,4,3,4,151,6,287,4.6171e-05,1,102,299,High,0.09488149600000001,6.244100000000001e-05,101,297,1,9.970000000000002e-07,101,295,1,0.0007244380000000001,199,393,2,2,151,1,199,0.13598325800000002
49,49,50,4,3,4,154,6,292,5.4715e-05,1,104,305,High,0.10087215000000001,6.3644e-05,103,303,1,8.42e-07,103,301,1,0.0007374390000000001,203,401,2,2,154,1,203,0.13860376500000002
50,50,50,4,3,4,157,6,297,5.3103e-05,1,106,311,High,0.10515487500000001,6.436400000000001e-05,105,309,1,8.720000000000001e-07,105,307,1,0.000754896,207,409,2,2,157,1,207,0.14894234
51,51,60,4,3,4,160,6,302,5.2170000000000004e-05,1,108,317,High,0.11092359900000001,6.5042e-05,107,315,1,8.890000000000001e-07,107,313,1,0.00074863,211,417,2,2,160,1,211,0.143705836
52,52,60,4,3,4,163,6,307,5.0559e-05,1,110,323,High,0.11432136300000001,6.602700000000001e-05,109,321,1,8.8e-07,109,319,1,0.000758699,215,425,2,2,163,1,215,0.14747111200000002
53,53,60,4,3,4,166,6,312,5.5529e-05,1,112,329,High,0.12088320200000001,6.839e-05,111,327,1,9.210000000000001e-07,111,325,1,0.0007920980000000001,219,433,2,2,166,1,219,0.15006760800000002
54,54,60,4,3,4,169,6,317,5.0791e-05,1,114,335,High,0.12560020000000002,6.949400000000001e-05,113,333,1,8.64e-07,113,331,1,0.0007996850000000001,223,441,2,2,169,1,223,0.152784983
