permutation|permutationMap|result|denot total iterations
804|{232: 237, 237: 242, 236: 0, 10: 233, 233: 232, 2: 11, 0: 236, 11: 3, 242: 10, 3: 2}|( )|12
805|{232: 11, 237: 237, 236: 236, 10: 3, 233: 242, 2: 2, 0: 232, 11: 10, 242: 233, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|14
806|{232: 2, 237: 237, 236: 233, 10: 10, 233: 232, 2: 11, 0: 242, 11: 0, 242: 3, 3: 236}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
807|{232: 3, 237: 232, 236: 2, 10: 233, 233: 236, 2: 237, 0: 0, 11: 10, 242: 242, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|56
808|{232: 233, 237: 10, 236: 236, 10: 0, 233: 11, 2: 237, 0: 232, 11: 2, 242: 3, 3: 242}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|499
809|{232: 11, 237: 3, 236: 233, 10: 236, 233: 0, 2: 232, 0: 10, 11: 237, 242: 2, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|498
810|{232: 236, 237: 3, 236: 242, 10: 0, 233: 232, 2: 237, 0: 2, 11: 11, 242: 233, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|482
811|{232: 233, 237: 10, 236: 11, 10: 232, 233: 237, 2: 3, 0: 2, 11: 236, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|256
812|{232: 237, 237: 0, 236: 10, 10: 11, 233: 2, 2: 233, 0: 232, 11: 242, 242: 3, 3: 236}|( )|14
813|{232: 232, 237: 11, 236: 236, 10: 233, 233: 237, 2: 3, 0: 242, 11: 2, 242: 10, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
814|{232: 0, 237: 242, 236: 10, 10: 11, 233: 3, 2: 2, 0: 232, 11: 237, 242: 233, 3: 236}|( )|10
815|{232: 232, 237: 2, 236: 0, 10: 3, 233: 237, 2: 242, 0: 233, 11: 10, 242: 11, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|514
816|{232: 0, 237: 232, 236: 3, 10: 10, 233: 237, 2: 233, 0: 242, 11: 11, 242: 2, 3: 236}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|256
817|{232: 237, 237: 11, 236: 2, 10: 232, 233: 236, 2: 0, 0: 3, 11: 10, 242: 233, 3: 242}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|32
818|{232: 0, 237: 2, 236: 232, 10: 10, 233: 237, 2: 233, 0: 11, 11: 236, 242: 242, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|72
819|{232: 11, 237: 233, 236: 2, 10: 236, 233: 0, 2: 237, 0: 242, 11: 232, 242: 3, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|260
820|{232: 237, 237: 2, 236: 0, 10: 236, 233: 242, 2: 11, 0: 232, 11: 10, 242: 3, 3: 233}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|769
821|{232: 237, 237: 242, 236: 236, 10: 11, 233: 232, 2: 2, 0: 233, 11: 10, 242: 3, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|252
822|{232: 11, 237: 242, 236: 232, 10: 10, 233: 236, 2: 3, 0: 237, 11: 2, 242: 0, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|492
823|{232: 11, 237: 237, 236: 232, 10: 3, 233: 242, 2: 2, 0: 233, 11: 236, 242: 0, 3: 10}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|492
824|{232: 237, 237: 10, 236: 242, 10: 11, 233: 0, 2: 233, 0: 232, 11: 236, 242: 3, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
825|{232: 236, 237: 242, 236: 2, 10: 0, 233: 11, 2: 237, 0: 10, 11: 233, 242: 232, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|249
826|{232: 11, 237: 0, 236: 10, 10: 3, 233: 2, 2: 233, 0: 242, 11: 232, 242: 236, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|249
827|{232: 3, 237: 233, 236: 242, 10: 0, 233: 11, 2: 10, 0: 237, 11: 236, 242: 232, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
828|{232: 232, 237: 236, 236: 2, 10: 11, 233: 237, 2: 242, 0: 233, 11: 3, 242: 0, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|521
829|{232: 0, 237: 237, 236: 236, 10: 2, 233: 232, 2: 233, 0: 242, 11: 11, 242: 10, 3: 3}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|736
830|{232: 0, 237: 233, 236: 236, 10: 237, 233: 232, 2: 10, 0: 11, 11: 2, 242: 3, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|748
831|{232: 236, 237: 233, 236: 237, 10: 10, 233: 242, 2: 0, 0: 232, 11: 11, 242: 2, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|503
832|{232: 233, 237: 237, 236: 10, 10: 11, 233: 236, 2: 0, 0: 3, 11: 242, 242: 2, 3: 232}|( )|14
833|{232: 232, 237: 0, 236: 2, 10: 233, 233: 242, 2: 237, 0: 3, 11: 236, 242: 10, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|8
834|{232: 10, 237: 3, 236: 0, 10: 2, 233: 11, 2: 237, 0: 236, 11: 242, 242: 232, 3: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|41
835|{232: 232, 237: 0, 236: 242, 10: 11, 233: 3, 2: 237, 0: 233, 11: 2, 242: 10, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|989
836|{232: 242, 237: 236, 236: 232, 10: 2, 233: 0, 2: 237, 0: 11, 11: 233, 242: 3, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|244
837|{232: 2, 237: 3, 236: 0, 10: 11, 233: 242, 2: 232, 0: 237, 11: 233, 242: 10, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|263
838|{232: 236, 237: 11, 236: 0, 10: 2, 233: 242, 2: 233, 0: 3, 11: 10, 242: 232, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|252
839|{232: 2, 237: 232, 236: 3, 10: 236, 233: 242, 2: 233, 0: 0, 11: 10, 242: 237, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
840|{232: 2, 237: 236, 236: 242, 10: 11, 233: 232, 2: 233, 0: 0, 11: 3, 242: 10, 3: 237}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|749
841|{232: 11, 237: 10, 236: 2, 10: 237, 233: 0, 2: 3, 0: 233, 11: 236, 242: 232, 3: 242}|( )|10
842|{232: 10, 237: 11, 236: 233, 10: 236, 233: 242, 2: 3, 0: 2, 11: 0, 242: 232, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|26
843|{232: 242, 237: 11, 236: 10, 10: 237, 233: 233, 2: 0, 0: 236, 11: 2, 242: 3, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|241
844|{232: 10, 237: 236, 236: 232, 10: 11, 233: 237, 2: 233, 0: 3, 11: 2, 242: 242, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|736
845|{232: 232, 237: 233, 236: 10, 10: 2, 233: 242, 2: 237, 0: 11, 11: 3, 242: 0, 3: 236}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|17
846|{232: 11, 237: 233, 236: 232, 10: 237, 233: 2, 2: 10, 0: 3, 11: 0, 242: 242, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|1451
847|{232: 11, 237: 237, 236: 232, 10: 242, 233: 233, 2: 0, 0: 2, 11: 3, 242: 236, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|483
848|{232: 0, 237: 3, 236: 10, 10: 242, 233: 11, 2: 236, 0: 237, 11: 233, 242: 2, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|754
849|{232: 11, 237: 0, 236: 232, 10: 233, 233: 242, 2: 10, 0: 2, 11: 236, 242: 3, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|1529
850|{232: 3, 237: 236, 236: 232, 10: 11, 233: 0, 2: 242, 0: 233, 11: 10, 242: 2, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|244
851|{232: 242, 237: 236, 236: 232, 10: 10, 233: 3, 2: 2, 0: 237, 11: 11, 242: 233, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|256
852|{232: 242, 237: 237, 236: 10, 10: 233, 233: 0, 2: 2, 0: 232, 11: 11, 242: 236, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|251
853|{232: 242, 237: 236, 236: 0, 10: 2, 233: 233, 2: 11, 0: 232, 11: 237, 242: 10, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|16
854|{232: 2, 237: 0, 236: 236, 10: 242, 233: 232, 2: 11, 0: 3, 11: 237, 242: 10, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|16
855|{232: 242, 237: 10, 236: 237, 10: 236, 233: 233, 2: 0, 0: 11, 11: 2, 242: 3, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|238
856|{232: 3, 237: 233, 236: 237, 10: 0, 233: 232, 2: 2, 0: 236, 11: 242, 242: 11, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|262
857|{232: 11, 237: 0, 236: 3, 10: 233, 233: 237, 2: 236, 0: 10, 11: 2, 242: 242, 3: 232}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|490
858|{232: 3, 237: 0, 236: 11, 10: 10, 233: 242, 2: 2, 0: 237, 11: 233, 242: 236, 3: 232}|( )|10
859|{232: 232, 237: 242, 236: 2, 10: 237, 233: 236, 2: 3, 0: 10, 11: 0, 242: 11, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|1008
860|{232: 242, 237: 11, 236: 236, 10: 2, 233: 232, 2: 10, 0: 237, 11: 233, 242: 3, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|492
861|{232: 10, 237: 233, 236: 242, 10: 236, 233: 0, 2: 237, 0: 11, 11: 3, 242: 232, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|251
862|{232: 11, 237: 3, 236: 237, 10: 233, 233: 236, 2: 242, 0: 232, 11: 0, 242: 2, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|1448
863|{232: 0, 237: 237, 236: 232, 10: 10, 233: 233, 2: 3, 0: 2, 11: 11, 242: 242, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|241
864|{232: 10, 237: 11, 236: 3, 10: 236, 233: 242, 2: 2, 0: 233, 11: 0, 242: 237, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|17
865|{232: 3, 237: 10, 236: 11, 10: 2, 233: 237, 2: 236, 0: 233, 11: 232, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|516
866|{232: 3, 237: 236, 236: 233, 10: 10, 233: 2, 2: 237, 0: 0, 11: 242, 242: 11, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|275
867|{232: 11, 237: 232, 236: 10, 10: 2, 233: 242, 2: 236, 0: 3, 11: 0, 242: 237, 3: 233}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|719
868|{232: 0, 237: 3, 236: 11, 10: 10, 233: 232, 2: 237, 0: 236, 11: 233, 242: 2, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|740
869|{232: 236, 237: 10, 236: 11, 10: 232, 233: 3, 2: 0, 0: 242, 11: 237, 242: 233, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|769
870|{232: 232, 237: 236, 236: 237, 10: 233, 233: 11, 2: 242, 0: 2, 11: 3, 242: 10, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|495
871|{232: 0, 237: 233, 236: 237, 10: 2, 233: 232, 2: 3, 0: 11, 11: 236, 242: 10, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|35
872|{232: 3, 237: 236, 236: 237, 10: 232, 233: 11, 2: 0, 0: 2, 11: 233, 242: 242, 3: 10}|( )|235
873|{232: 237, 237: 233, 236: 232, 10: 2, 233: 0, 2: 10, 0: 236, 11: 11, 242: 242, 3: 3}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|275
874|{232: 237, 237: 10, 236: 236, 10: 3, 233: 11, 2: 242, 0: 2, 11: 232, 242: 233, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|34
875|{232: 237, 237: 10, 236: 233, 10: 3, 233: 232, 2: 242, 0: 2, 11: 11, 242: 0, 3: 236}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|252
876|{232: 10, 237: 2, 236: 0, 10: 237, 233: 236, 2: 233, 0: 232, 11: 11, 242: 242, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|737
877|{232: 233, 237: 0, 236: 236, 10: 232, 233: 10, 2: 2, 0: 3, 11: 11, 242: 242, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|273
878|{232: 233, 237: 0, 236: 232, 10: 3, 233: 2, 2: 11, 0: 236, 11: 242, 242: 10, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|751
879|{232: 11, 237: 237, 236: 3, 10: 232, 233: 242, 2: 2, 0: 233, 11: 236, 242: 10, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|490
880|{232: 233, 237: 237, 236: 0, 10: 3, 233: 236, 2: 10, 0: 2, 11: 242, 242: 11, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|494
881|{232: 237, 237: 3, 236: 10, 10: 232, 233: 242, 2: 233, 0: 0, 11: 11, 242: 2, 3: 236}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|245
882|{232: 11, 237: 242, 236: 232, 10: 3, 233: 236, 2: 237, 0: 2, 11: 0, 242: 233, 3: 10}|( )|10
883|{232: 237, 237: 233, 236: 242, 10: 0, 233: 236, 2: 11, 0: 2, 11: 232, 242: 10, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1038
884|{232: 10, 237: 3, 236: 232, 10: 236, 233: 2, 2: 237, 0: 0, 11: 242, 242: 11, 3: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -177 } )|582
885|{232: 236, 237: 242, 236: 3, 10: 2, 233: 233, 2: 11, 0: 10, 11: 0, 242: 237, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|487
886|{232: 242, 237: 237, 236: 10, 10: 0, 233: 11, 2: 232, 0: 3, 11: 233, 242: 236, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|243
887|{232: 2, 237: 10, 236: 242, 10: 233, 233: 237, 2: 11, 0: 3, 11: 236, 242: 0, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|486
888|{232: 3, 237: 236, 236: 10, 10: 237, 233: 0, 2: 2, 0: 242, 11: 232, 242: 11, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|508
889|{232: 11, 237: 0, 236: 233, 10: 10, 233: 232, 2: 3, 0: 236, 11: 237, 242: 2, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
890|{232: 236, 237: 233, 236: 237, 10: 0, 233: 242, 2: 11, 0: 2, 11: 10, 242: 3, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|490
891|{232: 232, 237: 10, 236: 236, 10: 3, 233: 11, 2: 233, 0: 242, 11: 2, 242: 0, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|253
892|{232: 232, 237: 237, 236: 242, 10: 236, 233: 2, 2: 11, 0: 233, 11: 10, 242: 3, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|504
893|{232: 232, 237: 236, 236: 242, 10: 237, 233: 233, 2: 0, 0: 2, 11: 11, 242: 3, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|250
894|{232: 232, 237: 237, 236: 11, 10: 236, 233: 3, 2: 233, 0: 242, 11: 10, 242: 2, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|16
895|{232: 3, 237: 2, 236: 232, 10: 10, 233: 242, 2: 237, 0: 236, 11: 11, 242: 0, 3: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|252
896|{232: 10, 237: 242, 236: 2, 10: 11, 233: 233, 2: 0, 0: 232, 11: 236, 242: 3, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|495
897|{232: 236, 237: 3, 236: 242, 10: 11, 233: 2, 2: 0, 0: 232, 11: 10, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|262
898|{232: 10, 237: 0, 236: 236, 10: 233, 233: 2, 2: 232, 0: 11, 11: 237, 242: 3, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|555
899|{232: 2, 237: 3, 236: 10, 10: 237, 233: 11, 2: 242, 0: 0, 11: 236, 242: 233, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|510
900|{232: 2, 237: 3, 236: 242, 10: 10, 233: 236, 2: 233, 0: 0, 11: 237, 242: 232, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|518
901|{232: 10, 237: 2, 236: 233, 10: 0, 233: 236, 2: 232, 0: 242, 11: 3, 242: 237, 3: 11}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|726
902|{232: 10, 237: 233, 236: 232, 10: 242, 233: 236, 2: 11, 0: 3, 11: 0, 242: 237, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
903|{232: 237, 237: 2, 236: 11, 10: 0, 233: 10, 2: 236, 0: 3, 11: 242, 242: 233, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|254
904|{232: 236, 237: 233, 236: 10, 10: 0, 233: 242, 2: 237, 0: 3, 11: 11, 242: 2, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|247
905|{232: 233, 237: 2, 236: 232, 10: 10, 233: 11, 2: 3, 0: 237, 11: 0, 242: 242, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|19
906|{232: 11, 237: 233, 236: 3, 10: 236, 233: 0, 2: 242, 0: 232, 11: 2, 242: 237, 3: 10}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
907|{232: 0, 237: 237, 236: 242, 10: 236, 233: 11, 2: 2, 0: 3, 11: 233, 242: 10, 3: 232}|( )|245
908|{232: 11, 237: 0, 236: 3, 10: 10, 233: 233, 2: 2, 0: 242, 11: 236, 242: 232, 3: 237}|( )|12
909|{232: 2, 237: 232, 236: 11, 10: 3, 233: 242, 2: 0, 0: 233, 11: 237, 242: 236, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|62
910|{232: 3, 237: 0, 236: 11, 10: 237, 233: 236, 2: 233, 0: 2, 11: 232, 242: 242, 3: 10}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|20
911|{232: 237, 237: 242, 236: 11, 10: 10, 233: 2, 2: 233, 0: 232, 11: 236, 242: 0, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|241
912|{232: 237, 237: 11, 236: 2, 10: 3, 233: 10, 2: 233, 0: 232, 11: 242, 242: 236, 3: 0}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|721
913|{232: 10, 237: 236, 236: 242, 10: 0, 233: 11, 2: 2, 0: 237, 11: 3, 242: 233, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|32
914|{232: 242, 237: 2, 236: 236, 10: 10, 233: 0, 2: 3, 0: 232, 11: 233, 242: 11, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|16
915|{232: 232, 237: 10, 236: 233, 10: 242, 233: 2, 2: 0, 0: 237, 11: 11, 242: 3, 3: 236}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|250
916|{232: 10, 237: 0, 236: 2, 10: 237, 233: 11, 2: 232, 0: 233, 11: 3, 242: 236, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|768
917|{232: 232, 237: 10, 236: 236, 10: 2, 233: 237, 2: 0, 0: 3, 11: 242, 242: 11, 3: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|496
918|{232: 0, 237: 242, 236: 2, 10: 237, 233: 232, 2: 11, 0: 233, 11: 236, 242: 10, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|256
919|{232: 3, 237: 233, 236: 237, 10: 232, 233: 10, 2: 236, 0: 0, 11: 11, 242: 242, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|732
920|{232: 10, 237: 242, 236: 3, 10: 0, 233: 2, 2: 232, 0: 233, 11: 237, 242: 236, 3: 11}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|790
