permutation|permutationMap|result|denot total iterations
230|{232: 236, 237: 10, 236: 237, 10: 232, 233: 11, 2: 0, 0: 233, 11: 242, 242: 2, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|960
231|{232: 0, 237: 10, 236: 232, 10: 242, 233: 3, 2: 2, 0: 11, 11: 236, 242: 233, 3: 237}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|49
232|{232: 2, 237: 236, 236: 237, 10: 232, 233: 233, 2: 0, 0: 11, 11: 3, 242: 242, 3: 10}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|714
233|{232: 3, 237: 11, 236: 232, 10: 10, 233: 242, 2: 236, 0: 237, 11: 233, 242: 2, 3: 0}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|725
234|{232: 233, 237: 236, 236: 242, 10: 237, 233: 11, 2: 0, 0: 3, 11: 232, 242: 10, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|506
235|{232: 0, 237: 242, 236: 11, 10: 3, 233: 10, 2: 233, 0: 237, 11: 2, 242: 236, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|766
236|{232: 236, 237: 233, 236: 11, 10: 0, 233: 2, 2: 232, 0: 10, 11: 237, 242: 242, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|21
237|{232: 232, 237: 236, 236: 2, 10: 0, 233: 233, 2: 242, 0: 10, 11: 237, 242: 11, 3: 3}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|248
238|{232: 0, 237: 2, 236: 232, 10: 11, 233: 3, 2: 237, 0: 10, 11: 242, 242: 233, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|245
239|{232: 233, 237: 3, 236: 11, 10: 10, 233: 236, 2: 0, 0: 242, 11: 237, 242: 232, 3: 2}|( )|14
240|{232: 236, 237: 237, 236: 0, 10: 232, 233: 242, 2: 11, 0: 3, 11: 2, 242: 233, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|245
241|{232: 11, 237: 236, 236: 10, 10: 0, 233: 2, 2: 242, 0: 237, 11: 233, 242: 3, 3: 232}|( )|12
242|{232: 2, 237: 3, 236: 232, 10: 11, 233: 237, 2: 236, 0: 10, 11: 242, 242: 233, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|751
243|{232: 242, 237: 2, 236: 233, 10: 3, 233: 11, 2: 0, 0: 10, 11: 237, 242: 232, 3: 236}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|516
244|{232: 11, 237: 242, 236: 3, 10: 0, 233: 232, 2: 2, 0: 237, 11: 10, 242: 236, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|7
245|{232: 10, 237: 3, 236: 233, 10: 242, 233: 237, 2: 2, 0: 0, 11: 232, 242: 11, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|722
246|{232: 0, 237: 236, 236: 242, 10: 10, 233: 232, 2: 233, 0: 2, 11: 11, 242: 3, 3: 237}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|486
247|{232: 11, 237: 237, 236: 3, 10: 236, 233: 0, 2: 233, 0: 232, 11: 10, 242: 242, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|9
248|{232: 233, 237: 237, 236: 0, 10: 10, 233: 3, 2: 242, 0: 236, 11: 2, 242: 232, 3: 11}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|719
249|{232: 236, 237: 232, 236: 237, 10: 10, 233: 0, 2: 233, 0: 2, 11: 11, 242: 3, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|248
250|{232: 236, 237: 11, 236: 2, 10: 0, 233: 242, 2: 3, 0: 10, 11: 233, 242: 232, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|56
251|{232: 2, 237: 11, 236: 233, 10: 242, 233: 232, 2: 3, 0: 236, 11: 0, 242: 10, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|16
252|{232: 236, 237: 11, 236: 233, 10: 0, 233: 10, 2: 242, 0: 2, 11: 237, 242: 232, 3: 3}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|753
253|{232: 242, 237: 10, 236: 2, 10: 237, 233: 0, 2: 232, 0: 233, 11: 3, 242: 11, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
254|{232: 242, 237: 2, 236: 232, 10: 10, 233: 3, 2: 233, 0: 11, 11: 0, 242: 237, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|500
255|{232: 237, 237: 10, 236: 2, 10: 233, 233: 232, 2: 242, 0: 0, 11: 3, 242: 236, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|277
256|{232: 242, 237: 0, 236: 232, 10: 236, 233: 233, 2: 2, 0: 10, 11: 11, 242: 3, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -173 } )|246
257|{232: 242, 237: 236, 236: 233, 10: 2, 233: 0, 2: 10, 0: 3, 11: 232, 242: 11, 3: 237}|( )|10
258|{232: 10, 237: 236, 236: 237, 10: 233, 233: 232, 2: 3, 0: 2, 11: 11, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -173 } )|266
259|{232: 236, 237: 242, 236: 2, 10: 232, 233: 233, 2: 0, 0: 237, 11: 11, 242: 10, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|740
260|{232: 233, 237: 11, 236: 237, 10: 3, 233: 242, 2: 10, 0: 0, 11: 236, 242: 2, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
261|{232: 2, 237: 3, 236: 232, 10: 237, 233: 236, 2: 233, 0: 10, 11: 242, 242: 0, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|258
262|{232: 10, 237: 11, 236: 242, 10: 2, 233: 233, 2: 232, 0: 237, 11: 3, 242: 0, 3: 236}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|496
263|{232: 11, 237: 237, 236: 3, 10: 10, 233: 0, 2: 236, 0: 233, 11: 232, 242: 242, 3: 2}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|478
264|{232: 237, 237: 11, 236: 242, 10: 236, 233: 232, 2: 233, 0: 0, 11: 10, 242: 3, 3: 2}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|965
265|{232: 11, 237: 237, 236: 232, 10: 2, 233: 242, 2: 233, 0: 3, 11: 0, 242: 236, 3: 10}|( )|14
266|{232: 3, 237: 10, 236: 236, 10: 11, 233: 0, 2: 233, 0: 242, 11: 2, 242: 232, 3: 237}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|491
267|{232: 3, 237: 236, 236: 242, 10: 237, 233: 11, 2: 10, 0: 233, 11: 0, 242: 2, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|260
268|{232: 3, 237: 237, 236: 0, 10: 236, 233: 242, 2: 11, 0: 232, 11: 2, 242: 10, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|257
269|{232: 11, 237: 236, 236: 0, 10: 2, 233: 233, 2: 10, 0: 242, 11: 237, 242: 3, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|10
270|{232: 11, 237: 237, 236: 3, 10: 233, 233: 232, 2: 2, 0: 10, 11: 236, 242: 242, 3: 0}|( )|12
271|{232: 236, 237: 237, 236: 233, 10: 3, 233: 0, 2: 242, 0: 232, 11: 2, 242: 10, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|770
272|{232: 237, 237: 236, 236: 3, 10: 10, 233: 242, 2: 232, 0: 233, 11: 2, 242: 0, 3: 11}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|749
273|{232: 11, 237: 3, 236: 232, 10: 0, 233: 233, 2: 237, 0: 242, 11: 10, 242: 236, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
274|{232: 10, 237: 237, 236: 3, 10: 242, 233: 0, 2: 233, 0: 236, 11: 232, 242: 11, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|474
275|{232: 242, 237: 232, 236: 11, 10: 236, 233: 0, 2: 3, 0: 10, 11: 233, 242: 237, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|241
276|{232: 233, 237: 11, 236: 2, 10: 237, 233: 3, 2: 232, 0: 10, 11: 242, 242: 236, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|20
277|{232: 237, 237: 0, 236: 236, 10: 242, 233: 2, 2: 10, 0: 11, 11: 3, 242: 232, 3: 233}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|720
278|{232: 237, 237: 242, 236: 232, 10: 236, 233: 3, 2: 0, 0: 2, 11: 11, 242: 10, 3: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -177 } )|250
279|{232: 11, 237: 0, 236: 3, 10: 2, 233: 236, 2: 242, 0: 10, 11: 233, 242: 237, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|794
280|{232: 11, 237: 232, 236: 2, 10: 242, 233: 236, 2: 3, 0: 237, 11: 10, 242: 233, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
281|{232: 237, 237: 2, 236: 0, 10: 10, 233: 236, 2: 3, 0: 232, 11: 242, 242: 233, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|257
282|{232: 237, 237: 242, 236: 233, 10: 10, 233: 2, 2: 0, 0: 3, 11: 236, 242: 11, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|496
283|{232: 236, 237: 2, 236: 0, 10: 242, 233: 11, 2: 237, 0: 232, 11: 233, 242: 3, 3: 10}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|244
284|{232: 233, 237: 242, 236: 236, 10: 232, 233: 3, 2: 2, 0: 11, 11: 10, 242: 0, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|756
285|{232: 0, 237: 236, 236: 11, 10: 242, 233: 3, 2: 232, 0: 237, 11: 2, 242: 233, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|1428
286|{232: 233, 237: 242, 236: 237, 10: 2, 233: 3, 2: 232, 0: 11, 11: 0, 242: 236, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|485
287|{232: 232, 237: 236, 236: 10, 10: 237, 233: 2, 2: 0, 0: 233, 11: 3, 242: 11, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|480
288|{232: 3, 237: 10, 236: 236, 10: 237, 233: 232, 2: 0, 0: 2, 11: 11, 242: 242, 3: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|253
289|{232: 0, 237: 237, 236: 2, 10: 232, 233: 236, 2: 10, 0: 3, 11: 242, 242: 11, 3: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|945
290|{232: 236, 237: 242, 236: 233, 10: 232, 233: 2, 2: 10, 0: 11, 11: 237, 242: 3, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|782
291|{232: 236, 237: 242, 236: 3, 10: 10, 233: 232, 2: 2, 0: 233, 11: 0, 242: 11, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|722
292|{232: 2, 237: 0, 236: 10, 10: 11, 233: 237, 2: 242, 0: 232, 11: 236, 242: 3, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|733
293|{232: 10, 237: 3, 236: 233, 10: 236, 233: 237, 2: 242, 0: 0, 11: 2, 242: 11, 3: 232}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|268
294|{232: 11, 237: 233, 236: 242, 10: 236, 233: 0, 2: 10, 0: 3, 11: 232, 242: 2, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|251
295|{232: 237, 237: 2, 236: 3, 10: 242, 233: 0, 2: 236, 0: 232, 11: 10, 242: 11, 3: 233}|( )|14
296|{232: 233, 237: 232, 236: 3, 10: 2, 233: 237, 2: 242, 0: 10, 11: 236, 242: 0, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
297|{232: 2, 237: 10, 236: 237, 10: 242, 233: 236, 2: 11, 0: 232, 11: 3, 242: 233, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
298|{232: 2, 237: 242, 236: 0, 10: 10, 233: 236, 2: 237, 0: 233, 11: 3, 242: 11, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|1415
299|{232: 236, 237: 10, 236: 3, 10: 242, 233: 233, 2: 232, 0: 11, 11: 2, 242: 237, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|39
300|{232: 0, 237: 242, 236: 237, 10: 10, 233: 2, 2: 11, 0: 3, 11: 232, 242: 236, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|490
301|{232: 0, 237: 242, 236: 3, 10: 233, 233: 236, 2: 237, 0: 232, 11: 11, 242: 10, 3: 2}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|251
302|{232: 2, 237: 11, 236: 10, 10: 232, 233: 233, 2: 242, 0: 3, 11: 237, 242: 0, 3: 236}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|246
303|{232: 11, 237: 236, 236: 233, 10: 10, 233: 237, 2: 2, 0: 3, 11: 232, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|268
304|{232: 233, 237: 242, 236: 0, 10: 3, 233: 10, 2: 236, 0: 237, 11: 2, 242: 11, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
305|{232: 237, 237: 242, 236: 2, 10: 10, 233: 233, 2: 236, 0: 3, 11: 232, 242: 11, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|474
306|{232: 3, 237: 10, 236: 11, 10: 236, 233: 233, 2: 0, 0: 2, 11: 242, 242: 237, 3: 232}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|262
307|{232: 10, 237: 242, 236: 237, 10: 3, 233: 0, 2: 2, 0: 236, 11: 233, 242: 232, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|246
308|{232: 242, 237: 0, 236: 10, 10: 236, 233: 2, 2: 237, 0: 233, 11: 232, 242: 3, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
309|{232: 236, 237: 233, 236: 10, 10: 0, 233: 237, 2: 11, 0: 242, 11: 232, 242: 3, 3: 2}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|26
310|{232: 242, 237: 233, 236: 3, 10: 232, 233: 10, 2: 11, 0: 237, 11: 236, 242: 2, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|496
311|{232: 242, 237: 2, 236: 0, 10: 3, 233: 233, 2: 236, 0: 237, 11: 232, 242: 10, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
312|{232: 242, 237: 233, 236: 2, 10: 232, 233: 3, 2: 236, 0: 0, 11: 11, 242: 10, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|241
313|{232: 233, 237: 2, 236: 236, 10: 0, 233: 237, 2: 242, 0: 232, 11: 10, 242: 3, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
314|{232: 2, 237: 10, 236: 242, 10: 3, 233: 236, 2: 237, 0: 11, 11: 233, 242: 232, 3: 0}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|496
315|{232: 236, 237: 11, 236: 0, 10: 232, 233: 237, 2: 233, 0: 3, 11: 10, 242: 2, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|1454
316|{232: 2, 237: 232, 236: 237, 10: 233, 233: 3, 2: 236, 0: 242, 11: 11, 242: 10, 3: 0}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|498
317|{232: 242, 237: 2, 236: 232, 10: 236, 233: 10, 2: 3, 0: 11, 11: 233, 242: 0, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|746
318|{232: 237, 237: 10, 236: 2, 10: 0, 233: 232, 2: 242, 0: 233, 11: 236, 242: 3, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|34
319|{232: 237, 237: 11, 236: 242, 10: 3, 233: 2, 2: 10, 0: 236, 11: 233, 242: 0, 3: 232}|( )|12
320|{232: 10, 237: 11, 236: 236, 10: 242, 233: 0, 2: 2, 0: 233, 11: 232, 242: 3, 3: 237}|( )|474
321|{232: 233, 237: 2, 236: 236, 10: 242, 233: 232, 2: 0, 0: 237, 11: 10, 242: 3, 3: 11}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
322|{232: 11, 237: 242, 236: 236, 10: 0, 233: 2, 2: 237, 0: 10, 11: 3, 242: 232, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|20
323|{232: 233, 237: 242, 236: 236, 10: 232, 233: 11, 2: 2, 0: 3, 11: 237, 242: 10, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|484
324|{232: 3, 237: 2, 236: 237, 10: 233, 233: 10, 2: 0, 0: 242, 11: 236, 242: 232, 3: 11}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
325|{232: 0, 237: 242, 236: 232, 10: 236, 233: 237, 2: 11, 0: 233, 11: 3, 242: 10, 3: 2}|( )|12
326|{232: 237, 237: 0, 236: 2, 10: 242, 233: 3, 2: 236, 0: 232, 11: 10, 242: 11, 3: 233}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|248
327|{232: 0, 237: 236, 236: 3, 10: 233, 233: 237, 2: 11, 0: 10, 11: 232, 242: 242, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|31
328|{232: 232, 237: 11, 236: 0, 10: 237, 233: 3, 2: 10, 0: 233, 11: 2, 242: 236, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1270
329|{232: 236, 237: 2, 236: 232, 10: 10, 233: 11, 2: 0, 0: 237, 11: 3, 242: 242, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|23
330|{232: 2, 237: 10, 236: 11, 10: 242, 233: 233, 2: 236, 0: 237, 11: 0, 242: 232, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|262
331|{232: 11, 237: 236, 236: 242, 10: 237, 233: 233, 2: 2, 0: 3, 11: 0, 242: 10, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|22
332|{232: 233, 237: 237, 236: 242, 10: 11, 233: 236, 2: 2, 0: 0, 11: 10, 242: 232, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|250
333|{232: 242, 237: 233, 236: 236, 10: 2, 233: 0, 2: 3, 0: 10, 11: 237, 242: 232, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|484
334|{232: 10, 237: 3, 236: 242, 10: 232, 233: 11, 2: 237, 0: 2, 11: 236, 242: 233, 3: 0}|( )|14
335|{232: 2, 237: 11, 236: 232, 10: 10, 233: 242, 2: 0, 0: 236, 11: 3, 242: 237, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|18
336|{232: 242, 237: 232, 236: 10, 10: 233, 233: 2, 2: 3, 0: 0, 11: 236, 242: 237, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|726
337|{232: 2, 237: 242, 236: 236, 10: 233, 233: 0, 2: 11, 0: 10, 11: 3, 242: 237, 3: 232}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|728
338|{232: 3, 237: 232, 236: 0, 10: 237, 233: 10, 2: 11, 0: 236, 11: 233, 242: 2, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|526
339|{232: 3, 237: 232, 236: 233, 10: 242, 233: 10, 2: 0, 0: 11, 11: 236, 242: 237, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|490
340|{232: 237, 237: 0, 236: 236, 10: 232, 233: 10, 2: 11, 0: 3, 11: 2, 242: 233, 3: 242}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|249
341|{232: 232, 237: 233, 236: 10, 10: 2, 233: 236, 2: 237, 0: 242, 11: 0, 242: 3, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|253
342|{232: 2, 237: 237, 236: 232, 10: 11, 233: 10, 2: 3, 0: 242, 11: 0, 242: 233, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
343|{232: 232, 237: 3, 236: 237, 10: 0, 233: 242, 2: 236, 0: 10, 11: 11, 242: 2, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1199
344|{232: 2, 237: 232, 236: 3, 10: 236, 233: 0, 2: 10, 0: 242, 11: 11, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|245
345|{232: 237, 237: 236, 236: 232, 10: 2, 233: 11, 2: 0, 0: 233, 11: 242, 242: 10, 3: 3}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|1015
346|{232: 233, 237: 242, 236: 3, 10: 236, 233: 232, 2: 2, 0: 0, 11: 11, 242: 10, 3: 237}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|248
