permutation|permutationMap|result|denot total iterations
2144|{3: 237, 237: 232, 236: 3, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|482
2145|{3: 232, 237: 237, 236: 3, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|484
2146|{3: 237, 237: 2, 236: 3, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|498
2147|{3: 2, 237: 237, 236: 3, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|478
2148|{3: 232, 237: 2, 236: 3, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|492
2149|{3: 2, 237: 232, 236: 3, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|474
2150|{3: 236, 237: 232, 236: 3, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|258
2151|{3: 232, 237: 236, 236: 3, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|246
2152|{3: 236, 237: 2, 236: 3, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2153|{3: 2, 237: 236, 236: 3, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
2154|{3: 232, 237: 2, 236: 3, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|248
2155|{3: 2, 237: 232, 236: 3, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|512
2156|{3: 237, 237: 236, 236: 232, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 2, 233: 233}|( ),237
2157|{3: 236, 237: 237, 236: 232, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 2, 233: 233}|( ),237
2158|{3: 237, 237: 3, 236: 232, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2159|{3: 3, 237: 237, 236: 232, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2160|{3: 236, 237: 3, 236: 232, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|240
2161|{3: 3, 237: 236, 236: 232, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|246
2162|{3: 237, 237: 236, 236: 232, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|267
2163|{3: 236, 237: 237, 236: 232, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|242
2164|{3: 237, 237: 2, 236: 232, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|487
2165|{3: 2, 237: 237, 236: 232, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2166|{3: 236, 237: 2, 236: 232, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|242
2167|{3: 2, 237: 236, 236: 232, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|246
2168|{3: 237, 237: 3, 236: 232, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|258
2169|{3: 3, 237: 237, 236: 232, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|258
2170|{3: 237, 237: 2, 236: 232, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|267
2171|{3: 2, 237: 237, 236: 232, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|255
2172|{3: 3, 237: 2, 236: 232, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|270
2173|{3: 2, 237: 3, 236: 232, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|501
2174|{3: 236, 237: 3, 236: 232, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 237, 233: 233}|( ),476
2175|{3: 3, 237: 236, 236: 232, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|248
2176|{3: 236, 237: 2, 236: 232, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 237, 233: 233}|( ),237
2177|{3: 2, 237: 236, 236: 232, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|245
2178|{3: 3, 237: 2, 236: 232, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2179|{3: 2, 237: 3, 236: 232, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|488
2180|{3: 237, 237: 232, 236: 236, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 2, 233: 233}|( ),235
2181|{3: 232, 237: 237, 236: 236, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 2, 233: 233}|( ),235
2182|{3: 237, 237: 3, 236: 236, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2183|{3: 3, 237: 237, 236: 236, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2184|{3: 232, 237: 3, 236: 236, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
2185|{3: 3, 237: 232, 236: 236, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|239
2186|{3: 237, 237: 232, 236: 236, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|246
2187|{3: 232, 237: 237, 236: 236, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|254
2188|{3: 237, 237: 2, 236: 236, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|485
2189|{3: 2, 237: 237, 236: 236, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2190|{3: 232, 237: 2, 236: 236, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|485
2191|{3: 2, 237: 232, 236: 236, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|239
2192|{3: 237, 237: 3, 236: 236, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 232, 233: 233}|( ),240
2193|{3: 3, 237: 237, 236: 236, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 232, 233: 233}|( ),240
2194|{3: 237, 237: 2, 236: 236, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 232, 233: 233}|( ),237
2195|{3: 2, 237: 237, 236: 236, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 232, 233: 233}|( ),237
2196|{3: 3, 237: 2, 236: 236, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|245
2197|{3: 2, 237: 3, 236: 236, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|241
2198|{3: 232, 237: 3, 236: 236, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 237, 233: 233}|( ),472
2199|{3: 3, 237: 232, 236: 236, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|258
2200|{3: 232, 237: 2, 236: 236, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 237, 233: 233}|( ),235
2201|{3: 2, 237: 232, 236: 236, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|255
2202|{3: 3, 237: 2, 236: 236, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2203|{3: 2, 237: 3, 236: 236, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|488
2204|{3: 236, 237: 232, 236: 237, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|242
2205|{3: 232, 237: 236, 236: 237, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 2, 233: 233}|( ),235
2206|{3: 236, 237: 3, 236: 237, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|245
2207|{3: 3, 237: 236, 236: 237, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2208|{3: 232, 237: 3, 236: 237, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|253
2209|{3: 3, 237: 232, 236: 237, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|251
2210|{3: 236, 237: 232, 236: 237, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|248
2211|{3: 232, 237: 236, 236: 237, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|254
2212|{3: 236, 237: 2, 236: 237, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
2213|{3: 2, 237: 236, 236: 237, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2214|{3: 232, 237: 2, 236: 237, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|492
2215|{3: 2, 237: 232, 236: 237, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|251
2216|{3: 236, 237: 3, 236: 237, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 232, 233: 233}|( ),241
2217|{3: 3, 237: 236, 236: 237, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 232, 233: 233}|( ),240
2218|{3: 236, 237: 2, 236: 237, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 232, 233: 233}|( ),237
2219|{3: 2, 237: 236, 236: 237, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 232, 233: 233}|( ),237
2220|{3: 3, 237: 2, 236: 237, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|256
2221|{3: 2, 237: 3, 236: 237, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|247
2222|{3: 232, 237: 3, 236: 237, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|490
2223|{3: 3, 237: 232, 236: 237, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|253
2224|{3: 232, 237: 2, 236: 237, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|241
2225|{3: 2, 237: 232, 236: 237, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|250
2226|{3: 3, 237: 2, 236: 237, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|251
2227|{3: 2, 237: 3, 236: 237, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|490
2228|{3: 237, 237: 236, 236: 2, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|26
2229|{3: 236, 237: 237, 236: 2, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
2230|{3: 237, 237: 11, 236: 2, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|38
2231|{3: 11, 237: 237, 236: 2, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|245
2232|{3: 236, 237: 11, 236: 2, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|17
2233|{3: 11, 237: 236, 236: 2, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|242
2234|{3: 237, 237: 236, 236: 2, 232: 242, 10: 10, 242: 3, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|722
2235|{3: 236, 237: 237, 236: 2, 232: 242, 10: 10, 242: 3, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|713
2236|{3: 237, 237: 3, 236: 2, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|731
2237|{3: 3, 237: 237, 236: 2, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|731
2238|{3: 236, 237: 3, 236: 2, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|731
2239|{3: 3, 237: 236, 236: 2, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|734
2240|{3: 237, 237: 11, 236: 2, 232: 242, 10: 10, 242: 3, 11: 232, 0: 0, 2: 236, 233: 233}|( ),10
2241|{3: 11, 237: 237, 236: 2, 232: 242, 10: 10, 242: 3, 11: 232, 0: 0, 2: 236, 233: 233}|( ),10
2242|{3: 237, 237: 3, 236: 2, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 236, 233: 233}|( ),10
2243|{3: 3, 237: 237, 236: 2, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 236, 233: 233}|( ),10
2244|{3: 11, 237: 3, 236: 2, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 236, 233: 233}|( ),10
2245|{3: 3, 237: 11, 236: 2, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 236, 233: 233}|( ),10
2246|{3: 236, 237: 11, 236: 2, 232: 242, 10: 10, 242: 3, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|246
2247|{3: 11, 237: 236, 236: 2, 232: 242, 10: 10, 242: 3, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
2248|{3: 236, 237: 3, 236: 2, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 237, 233: 233}|( ),14
2249|{3: 3, 237: 236, 236: 2, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
2250|{3: 11, 237: 3, 236: 2, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 237, 233: 233}|( ),14
2251|{3: 3, 237: 11, 236: 2, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|263
2252|{3: 237, 237: 236, 236: 3, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 2, 233: 233}|( ),10
2253|{3: 236, 237: 237, 236: 3, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 2, 233: 233}|( ),10
2254|{3: 237, 237: 11, 236: 3, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 2, 233: 233}|( ),10
2255|{3: 11, 237: 237, 236: 3, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 2, 233: 233}|( ),10
2256|{3: 236, 237: 11, 236: 3, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 2, 233: 233}|( ),10
2257|{3: 11, 237: 236, 236: 3, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 2, 233: 233}|( ),10
2258|{3: 237, 237: 236, 236: 3, 232: 242, 10: 10, 242: 2, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|38
2259|{3: 236, 237: 237, 236: 3, 232: 242, 10: 10, 242: 2, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|35
2260|{3: 237, 237: 2, 236: 3, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|1445
2261|{3: 2, 237: 237, 236: 3, 232: 242, 10: 10, 242: 236, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|32
2262|{3: 236, 237: 2, 236: 3, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|1415
2263|{3: 2, 237: 236, 236: 3, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|32
2264|{3: 237, 237: 11, 236: 3, 232: 242, 10: 10, 242: 2, 11: 232, 0: 0, 2: 236, 233: 233}|( ),14
2265|{3: 11, 237: 237, 236: 3, 232: 242, 10: 10, 242: 2, 11: 232, 0: 0, 2: 236, 233: 233}|( ),14
2266|{3: 237, 237: 2, 236: 3, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 236, 233: 233}|( ),14
2267|{3: 2, 237: 237, 236: 3, 232: 242, 10: 10, 242: 11, 11: 232, 0: 0, 2: 236, 233: 233}|( ),14
2268|{3: 11, 237: 2, 236: 3, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 236, 233: 233}|( ),14
2269|{3: 2, 237: 11, 236: 3, 232: 242, 10: 10, 242: 237, 11: 232, 0: 0, 2: 236, 233: 233}|( ),14
2270|{3: 236, 237: 11, 236: 3, 232: 242, 10: 10, 242: 2, 11: 232, 0: 0, 2: 237, 233: 233}|( ),240
2271|{3: 11, 237: 236, 236: 3, 232: 242, 10: 10, 242: 2, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
