permutation|permutationMap|result|denot total iterations
2401|{3: 3, 237: 232, 236: 11, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|239
2402|{3: 237, 237: 232, 236: 11, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|246
2403|{3: 232, 237: 237, 236: 11, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|254
2404|{3: 237, 237: 2, 236: 11, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|485
2405|{3: 2, 237: 237, 236: 11, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2406|{3: 232, 237: 2, 236: 11, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|485
2407|{3: 2, 237: 232, 236: 11, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|239
2408|{3: 237, 237: 3, 236: 11, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 232, 233: 233}|( ),240
2409|{3: 3, 237: 237, 236: 11, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 232, 233: 233}|( ),240
2410|{3: 237, 237: 2, 236: 11, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 232, 233: 233}|( ),237
2411|{3: 2, 237: 237, 236: 11, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 232, 233: 233}|( ),237
2412|{3: 3, 237: 2, 236: 11, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|245
2413|{3: 2, 237: 3, 236: 11, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|241
2414|{3: 232, 237: 3, 236: 11, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 237, 233: 233}|( ),472
2415|{3: 3, 237: 232, 236: 11, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|258
2416|{3: 232, 237: 2, 236: 11, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 237, 233: 233}|( ),235
2417|{3: 2, 237: 232, 236: 11, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|255
2418|{3: 3, 237: 2, 236: 11, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2419|{3: 2, 237: 3, 236: 11, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|488
2420|{3: 237, 237: 11, 236: 232, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
2421|{3: 11, 237: 237, 236: 232, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|20
2422|{3: 237, 237: 3, 236: 232, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|20
2423|{3: 3, 237: 237, 236: 232, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|20
2424|{3: 11, 237: 3, 236: 232, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|488
2425|{3: 3, 237: 11, 236: 232, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
2426|{3: 237, 237: 11, 236: 232, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|38
2427|{3: 11, 237: 237, 236: 232, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|258
2428|{3: 237, 237: 2, 236: 232, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|38
2429|{3: 2, 237: 237, 236: 232, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|20
2430|{3: 11, 237: 2, 236: 232, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|258
2431|{3: 2, 237: 11, 236: 232, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
2432|{3: 237, 237: 3, 236: 232, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|22
2433|{3: 3, 237: 237, 236: 232, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|22
2434|{3: 237, 237: 2, 236: 232, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|727
2435|{3: 2, 237: 237, 236: 232, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|22
2436|{3: 3, 237: 2, 236: 232, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|727
2437|{3: 2, 237: 3, 236: 232, 232: 242, 10: 10, 242: 237, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|34
2438|{3: 11, 237: 3, 236: 232, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|737
2439|{3: 3, 237: 11, 236: 232, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|270
2440|{3: 11, 237: 2, 236: 232, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|20
2441|{3: 2, 237: 11, 236: 232, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|267
2442|{3: 3, 237: 2, 236: 232, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|20
2443|{3: 2, 237: 3, 236: 232, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|38
2444|{3: 232, 237: 11, 236: 237, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|14
2445|{3: 11, 237: 232, 236: 237, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|16
2446|{3: 232, 237: 3, 236: 237, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|28
2447|{3: 3, 237: 232, 236: 237, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|16
2448|{3: 11, 237: 3, 236: 237, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|492
2449|{3: 3, 237: 11, 236: 237, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|14
2450|{3: 232, 237: 11, 236: 237, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|506
2451|{3: 11, 237: 232, 236: 237, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|253
2452|{3: 232, 237: 2, 236: 237, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|41
2453|{3: 2, 237: 232, 236: 237, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|16
2454|{3: 11, 237: 2, 236: 237, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|484
2455|{3: 2, 237: 11, 236: 237, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|14
2456|{3: 232, 237: 3, 236: 237, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|34
2457|{3: 3, 237: 232, 236: 237, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
2458|{3: 232, 237: 2, 236: 237, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|703
2459|{3: 2, 237: 232, 236: 237, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
2460|{3: 3, 237: 2, 236: 237, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|724
2461|{3: 2, 237: 3, 236: 237, 232: 242, 10: 10, 242: 232, 11: 236, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
2462|{3: 11, 237: 3, 236: 237, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|725
2463|{3: 3, 237: 11, 236: 237, 232: 242, 10: 10, 242: 2, 11: 236, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
2464|{3: 11, 237: 2, 236: 237, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|41
2465|{3: 2, 237: 11, 236: 237, 232: 242, 10: 10, 242: 3, 11: 236, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
2466|{3: 3, 237: 2, 236: 237, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|41
2467|{3: 2, 237: 3, 236: 237, 232: 242, 10: 10, 242: 11, 11: 236, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|26
2468|{3: 236, 237: 232, 236: 2, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|36
2469|{3: 232, 237: 236, 236: 2, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|39
2470|{3: 236, 237: 11, 236: 2, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
2471|{3: 11, 237: 236, 236: 2, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
2472|{3: 232, 237: 11, 236: 2, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|492
2473|{3: 11, 237: 232, 236: 2, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|510
2474|{3: 236, 237: 232, 236: 2, 232: 242, 10: 10, 242: 3, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|725
2475|{3: 232, 237: 236, 236: 2, 232: 242, 10: 10, 242: 3, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
2476|{3: 236, 237: 3, 236: 2, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
2477|{3: 3, 237: 236, 236: 2, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
2478|{3: 232, 237: 3, 236: 2, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|722
2479|{3: 3, 237: 232, 236: 2, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|740
2480|{3: 236, 237: 11, 236: 2, 232: 242, 10: 10, 242: 3, 11: 237, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|243
2481|{3: 11, 237: 236, 236: 2, 232: 242, 10: 10, 242: 3, 11: 237, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
2482|{3: 236, 237: 3, 236: 2, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 232, 233: 233}|( ),14
2483|{3: 3, 237: 236, 236: 2, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
2484|{3: 11, 237: 3, 236: 2, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 232, 233: 233}|( ),14
2485|{3: 3, 237: 11, 236: 2, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|250
2486|{3: 232, 237: 11, 236: 2, 232: 242, 10: 10, 242: 3, 11: 237, 0: 0, 2: 236, 233: 233}|( ),235
2487|{3: 11, 237: 232, 236: 2, 232: 242, 10: 10, 242: 3, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
2488|{3: 232, 237: 3, 236: 2, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 236, 233: 233}|( ),12
2489|{3: 3, 237: 232, 236: 2, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
2490|{3: 11, 237: 3, 236: 2, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 236, 233: 233}|( ),12
2491|{3: 3, 237: 11, 236: 2, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2492|{3: 236, 237: 232, 236: 3, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
2493|{3: 232, 237: 236, 236: 3, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
2494|{3: 236, 237: 11, 236: 3, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2495|{3: 11, 237: 236, 236: 3, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
2496|{3: 232, 237: 11, 236: 3, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|248
2497|{3: 11, 237: 232, 236: 3, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|494
2498|{3: 236, 237: 232, 236: 3, 232: 242, 10: 10, 242: 2, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|44
2499|{3: 232, 237: 236, 236: 3, 232: 242, 10: 10, 242: 2, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|19
2500|{3: 236, 237: 2, 236: 3, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|482
2501|{3: 2, 237: 236, 236: 3, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|19
2502|{3: 232, 237: 2, 236: 3, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|486
2503|{3: 2, 237: 232, 236: 3, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|44
2504|{3: 236, 237: 11, 236: 3, 232: 242, 10: 10, 242: 2, 11: 237, 0: 0, 2: 232, 233: 233}|( ),240
2505|{3: 11, 237: 236, 236: 3, 232: 242, 10: 10, 242: 2, 11: 237, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
2506|{3: 236, 237: 2, 236: 3, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 232, 233: 233}|( ),10
2507|{3: 2, 237: 236, 236: 3, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
2508|{3: 11, 237: 2, 236: 3, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 232, 233: 233}|( ),10
2509|{3: 2, 237: 11, 236: 3, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2510|{3: 232, 237: 11, 236: 3, 232: 242, 10: 10, 242: 2, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|484
2511|{3: 11, 237: 232, 236: 3, 232: 242, 10: 10, 242: 2, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|728
2512|{3: 232, 237: 2, 236: 3, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 236, 233: 233}|( ),12
2513|{3: 2, 237: 232, 236: 3, 232: 242, 10: 10, 242: 11, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|35
2514|{3: 11, 237: 2, 236: 3, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 236, 233: 233}|( ),12
2515|{3: 2, 237: 11, 236: 3, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|478
2516|{3: 236, 237: 232, 236: 11, 232: 242, 10: 10, 242: 3, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|28
2517|{3: 232, 237: 236, 236: 11, 232: 242, 10: 10, 242: 3, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|239
2518|{3: 236, 237: 3, 236: 11, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 2, 233: 233}|( ),12
2519|{3: 3, 237: 236, 236: 11, 232: 242, 10: 10, 242: 232, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|245
2520|{3: 232, 237: 3, 236: 11, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( ),12
2521|{3: 3, 237: 232, 236: 11, 232: 242, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|28
2522|{3: 236, 237: 232, 236: 11, 232: 242, 10: 10, 242: 2, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|38
